id,title,artist first name,artist last name,byline,description,creation date,URL,link type,Location,link type,license_slug,readme,created_date,collective,other_artists,tags
3455,"""Brick"" Drawings",Jim,Johnson,Jim Johnson,"These drawings are the result of a collaboration between an artist, Jim Johnson, a faculty member in the Department of Fine Arts, and a group of scientists from the Department of Computer Science in the School of Engineering of the University of Colorado. ",2/4/99 0:00,http://spot.colorado.edu/~johnsoja/dwgs.html,outside_link,http://archive.rhizome.org/artbase/3455/dwgs.html,archive_URL,by_nc_sa,"Date created: 1999-02-04
2011-09-13: Changed created date to 1995-02-04 as ""state ed"" said 1995, and the created year on the images is 1996 – the 1999 created year must have been a mistake.
BFR
Date cloned: 2013-01-25",2/4/95 0:00,,,"Abstract, archive, Artistic collaboration, Collaborative, CU Fine Arts and Computer Science Departments, digital, Documentary, interact, Jim Johnson, machine, performance, robot, Technology, Visual"
54677,Broken Gradients,Manuel,Fernández,Manuel Fernández,Chromogenic print / Aluminum frame. 50x70 cm. 51x71 cm framed. Unique. 2012,6/19/12 5:19,http://www.manuelfernandez.name/Broken-Gradients,outside_link,,archive_URL,by_nc,"
Appended Tech Details
=====================
Photoshop",6/10/12 11:20,,,"Glitch, Broken gradients"
53782,Dither Studies,Daniel,Temkin,Daniel Temkin,"This work presents a series of images that resulted from the artist's collaboration with Photoshop, with the goal of highlighting the software's color dithering algorithm. Generative dither images, created by Photoshop
Magnified 250 pixel-wide Dithers, displayed on-screen or as large prints. The Dither Studies are collaborations with Photoshop. I give the program an impossible task: to draw a solid color or gradient with a palette of incompatible colors, thus exposing the dithering algorithm's complex, seemingly irrational patterns. Dithering is ordinarily intended to be hidden, a way of maintaining photographic realism while saving space. But by intentionally misusing it, the algorithmic unconscious that underlies the digital imagery we experience is exposed in all its complexity. The color palette, inspired by Op Art, creates dynamic patterns that appear very different from up close than from a medium distance, where the colors writhe, losing their sharp clarity. From very far away, the colors begin to fade into each other, and the viewer can get a sense of the original colors Photoshop had attempted to render.  
",1/9/12 10:53,http://danieltemkin.com/DitherStudies/,outside_link,,archive_URL,by_sa,,1/9/12 10:53,,,"generative, photoshop, misused tools"
53488,GAME ARTHRITIS,IOCOSE,IOCOSE,IOCOSE and Matteo Bittanti,"What are the real effects of digital gaming to our fingers, hands, and bodies?  
The conformity of interfaces produces deformity.
It’s a fact.
Call it “the reality of the virtual”. 
Prolonged vicarious aggression lead to permanent physical disfiguration. 
Gaming activities produce real consequences for the users. 
Research has been conducted for years in several clinical laboratories across the globe but doctors and researchers are not willing to share their findings with the general population. However, evidence of new technologically-induced diseases is now becoming known outside of the scientific community.
These pathologies - labeled collectively “Game arthritis” - are officially not “recognized”.
The authorities have dismissed this hidden epidemic as “mass hysteria”.
But according to some scientists - who speak under condition of anonymity fearing ostracization - these undiagnosed disorders are the psychopathology of ludic societies. Digital technology is indeed damaging users’ fingers, arms, postures… Even their DNA is compromised.
Game arthritis is not supposed to exist. Game companies do not want to talk about it. Clinicians and dermatologists do not want to discuss it. Labs refuse to run tests.  
And yet, thousands of players manifest similar symptoms. 
Thousands of players feel real pain in their bodies. Affected subjects are not delusional.
Photos and images are beginning to circulate on the internet.
We have collected a few samples. A systemic study of video games induced diseases",10/25/11 11:22,http://www.iocose.org/works/game_arthritis,outside_link,,archive_URL,by_nc_nd,,10/25/11 11:22,,,
54952,Glitchometry,Daniel,Temkin,Daniel Temkin,"Glitchometry emphasizes and explores the role of process in glitch art. By starting with simple geometric shapes, the process is made distinct from the source material -- the resulting images are a record of the artist's struggle with the machine. Digital data does not contain its own interpretation; it is a nebulous thing, granted a frame of reference only by the external programs that interpret it. Glitchometry abandons the protective layer these programs give, to manipulate data directly. It is both a freeing and frustrating experience.
In Glitchometry, each image begins as one or a few squares or circles. They are sonified -- imported into an audio editor. Sound effects are added to individual color channels, transforming the image. Because the tools are misused, there is no immediate way to monitor the effect. The image manipulator has a sense of what each effect does (Flanger creating bands across the image, certain Reverbs creating a Moire effect), but no precise control over the result. Many factors irrelevant to sound manipulation come into effect when visuals are the output: size of the file, density of color information. It is a wrestling with the computer, taking place over many iterations on the same image. ",7/14/12 15:07,http://danieltemkin.com/Glitchometry,outside_link,,archive_URL,by,"
Appended Tech Details
=====================
Audacity 1.2.6",7/1/11 15:09,,,"glitch, process art"
30164,GPS Drawing,jeremy,wood,jeremy wood,"Digital mark making with satellite navigation technology Drawings over land, on water, and in the air made with Global Positioning System technology by Jeremy Wood ",12/23/04 12:16,http://www.gpsdrawing.com/,outside_link,,archive_URL,by_nc_sa,"New Keywords from user: landscape
Date created: 2000",12/23/04 12:16,,,"GPS, website, drawing, sculpture, map, video, print, mapping, workshop, landscape, transport, tracks, journey, satellite, technology, global,"
54313,NY Times,Will,Neibergall,Will Neibergall,"A work originally composed on Microsoft Paint and posted to www.dump.fm, a website for image-based chat and collaboration that served as the catalyst for the Dump IRL show at 319 Scholes. The work portrays a crudely and inaccurately rendered version of a future New York Times front page, unrealistically featuring a lead article about the show and its exclusion of the artist. The article laments a noticeable failure of the show brought on by the artist's absence.  Shortly after turning fourteen, I created this after the lineup of artists to be featured at Dump IRL at 319 Scholes had already been announced alongside details of the show. Being an active member of Dump.fm shortly after its inception (and a notable one for my age), I felt shut out by the formal structure of the art show, something quite unfamiliar to me at the time. I made it as a humor piece, expressing confusion with the infrastructure of a gallery show and my own exclusion from this retrospective of the work that had been created on Dump.fm from its beginning in 2008. It became something else entirely and an important step for me as an artist when it was turned into a print and displayed at the very show it had preemptively claimed to be excluded from. Microsoft Paint composition crudely representing a future newspaper headline lamenting the failure of the show it was featured at due to the absence of work by the artist.",5/2/12 0:03,http://dumpfm.s3.amazonaws.com/images/20101002/1286072182179-dumpfm-glasspopcorn-irl.png,outside_link,,archive_URL,by,"
Appended Tech Details
=====================
The work was displayed as a print and composed entirely on an emulator of Microsoft Paint for Mac OSX.",10/2/10 12:00,,,"ms paint, fake, newspaper, parody, humor, dump.fm"
52342,"Postcards from Google Earth, Bridges",Clement,Valla,Clement Valla,"These images are screenshots from Google Earth with basic color adjustments and cropping. I am collecting these new typologies as a means of conservation - as Google Earth improves its 3D models, its terrain, and its satellite imagery, these strange, surrealist depictions of our built environment and its relation to the natural landscape will disappear in favor of better illusionistic imagery. However, these strange mappings of the 2-dimensional and the 3-dimensional provide us with fabulous unintended forms. They are artifacts worth preserving.",3/4/11 22:00,http://clementvalla.com/index.php?/work/bridges/,outside_link,,archive_URL,arr,,3/4/11 22:00,,,
53429,QR Calligraphy,Manuel,Fernández,Manuel Fernández,"The piece is a reflection about the history of the reproduction of images, extending its boundaries to the interactive scope, it requires audience participation to complete. Draws a parallel between the traditional context of printmaking and contemporary mas media dissemination of images in the digital age of Internet and mobile phones.
Start from the visual similarities found between the geometric Kufic Arabic calligraphy and QR codes (Quick Response) used to transmit information current data can be decoded with a mobile phone camera.
This type of calligraphy, best known for being the first in which the Quran is written, it also has great importance in the dissemination of mystical poetry.
Using computer software, were coded Mathnavi different fragments, a masterpiece of Sufi mystical poetry, unlike other branches of Islam, using the intuitive practice and experience, to get a direct knowledge of spiritual realities (Tahqeeq) throughunveiling (kashf) and inspiration (ilham).
The computer language of process and production codes, is scheduled and runs on an arabic numeral system, the binary system of zeros and ones, thus the contents of a medieval expression that seems to have stuck in time, serves as a starting point for a process that generates an image of the 21st century.
The project consists of eight parts, one for each volume of Mathnavi. Medieval sufi poems originally writen in cufic square calligraphy were encripted to printmaking QR codes. Abstract and conceptual projects from painting to internet based works.",10/13/11 17:59,http://www.manuelfernandez.name/english/qrcalligraphy.html,outside_link,http://archive.rhizome.org/artbase/53429/,archive_URL,by_nc,"QR Calligraphy 2
Archival ink / Archés. 40x66 cm. Edition of 5. 2011.
Scanning the piece with the mobile phone cammera, it reproduce the next text:
“I ride after a deer and I am chased by a pig. Conspired to get what I want and end upin jail. I dig pits to trap others and fall on them. I must suspect what I want"".
Rumi (1.207-1.273).Sufi Master.
Appended Tech Details
=====================
Kaywa QR generator.",10/13/11 17:59,,,"Print, Mobile app, Interactive"
54024,Rocks,Tabor,Robak,Tabor Robak,"""In his 3d composite of imagined stones, Tabor Robak explores symbiotic relationships between man, machine, nature and intent. The 198 stone renderings which are compiled onto one plane, display a tension between man's imagination and the innate capabilities of his tool. The rendered stones range from absurd abstractions of other worldly precious gemstones to crude forced misrepresentations of common pebbles we've kicked down dirt roads in our cliche youths. It is this polarization between 'real' and 'fake', 'honesty' and 'fantasy' which is at the crux of the work; the shortcomings and beauty of mankind's attempt to represent the handiwork of God. ""Rocks"" by Tabor Robak successfully deduces what it means to be an artist and does so in an elegant style consistent to the unabashed computer software aesthetic of 2012."" -Ryder Ripps In his 3d composite of imagined stones, Tabor Robak explores symbiotic relationships between man, machine, nature and intent. The 198 stone renderings which are compiled onto one plain, display a tension between man's imagination and the innate capabilities of his tool.",2/24/12 11:05,http://www.taborrobak.com/site/?p=62,outside_link,http://archive.rhizome.org/artbase/54024/,archive_URL,arr,,1/1/11 0:00,,,"collection, 3D, artificial life, Formalist, nature, Technology, Virtual, Virtual reality"
